cluster,Planck_mass,CNN_mass,err+,err-,redshift,Y_500,err_Y
PSZ2G072.59-43.25.fits,14.632193207374444,14.803682,0.06826115,0.055755615,0.1589999943971634,3.966484640993336,0.8370669521260041
PSZ2G072.62+41.46.fits,15.067884782802356,15.083679,0.047074318,0.070500374,0.2280000001192093,11.242890501762396,2.9743827683671133
PSZ2G072.79-18.73.fits,14.790269192810348,14.838621,0.06776714,0.0546398159999999,0.1430000066757202,4.508420682129014,0.9672999336283341
PSZ2G072.80-41.12.fits,14.712794826623206,14.917141,0.06414509,0.055039406,0.3729692101478577,6.136162118243685,1.294569909611763
PSZ2G073.31+67.52.fits,14.82892109020068,14.879379,0.06503868,0.054146767,0.609000027179718,5.284076371242901,1.146938914267766
PSZ2G073.38-80.01.fits,14.748781585844192,14.761732,0.0649661999999999,0.05583,0.2773000001907349,3.377945257558577,0.7217620766528168
PSZ2G073.64+36.50.fits,14.781808166838765,14.762539000000002,0.06577301,0.05663395,0.5600000023841858,3.3651739776868097,0.7457910127698247
PSZ2G073.82-54.92.fits,14.74195385724015,14.786236,0.066921234,0.055485725,0.2966000139713287,3.7413022549088746,0.811535297975766
PSZ2G073.97-27.82.fits,14.991186101691508,15.056852,0.04762745,0.07477856,0.2328999936580658,10.185443562920264,3.012325574005479
PSZ2G074.08-54.68.fits,14.732137017861731,14.845337,0.06642914,0.05436611,0.3046999871730804,4.587837417944044,0.9983321468984542
PSZ2G074.37+71.11.fits,14.759868763359052,14.855516,0.06533432,0.053850174,0.4845186173915863,4.8884531578431885,1.0043841779872729
PSZ2G074.75-24.59.fits,14.701153753704643,14.833495999999998,0.06747341,0.054932594,0.25,4.386252538329529,0.9321655731526519
PSZ2G075.11-58.83.fits,14.52425693064412,14.572491,0.07544041,0.084010124,0.1892118901014328,1.6345436149451835,0.5462943769498507
PSZ2G075.30+37.21.fits,14.65347276808726,14.719547,0.06465721,0.056138992,0.26910001039505,2.888072528404307,0.6326013179946186
PSZ2G075.71+13.51.fits,14.94126806052201,14.842693,0.067007065,0.05378914,0.0557000003755092,4.521147953293743,0.9382646648601284
PSZ2G076.18-47.30.fits,14.801632160944092,14.897501,0.06383324,0.053741455,0.6660000085830688,5.576851263465834,1.1912417615953437
PSZ2G076.44+23.53.fits,14.496077260723196,14.736355,0.0637474059999999,0.0554370879999999,0.1689999997615814,3.0311062136958653,0.6310058603366856
PSZ2G077.20-65.45.fits,14.613844758380466,14.728689,0.06413555,0.0550498959999999,0.2509999871253967,2.976115847115403,0.6373349052207262
PSZ2G077.70+26.70.fits,14.119765475790912,14.255625,0.08230686,0.07392216,0.0500999987125396,0.5145678773571847,0.14992756877795776
PSZ2G077.90-26.63.fits,14.704285875469983,14.773933,0.06589317,0.0565137859999999,0.1469999998807907,3.4725459289605327,0.7793197837346271
PSZ2G078.36-47.22.fits,14.568245495733144,14.604073,0.07964134,0.08302975,0.1695999950170517,1.873783443026059,0.6458024835845961
PSZ2G078.67+20.06.fits,14.715685012780256,14.790245,0.06609821,0.0563077929999999,0.449999988079071,3.768700939622835,0.8225687607883331
PSZ2G079.35+28.35.fits,14.576874312996134,14.692692,0.06679249,0.057224274,0.2039999961853027,2.587208375031394,0.5799476749129854
PSZ2G079.88+14.97.fits,14.365856244955785,14.133623000000002,0.0617733,0.055800438,0.0997999981045723,0.32280632487932714,0.07112198181196568
PSZ2G080.16+57.65.fits,14.400144815744817,14.315458,0.08254814,0.078513145,0.0878000035881996,0.6286493938091694,0.2026703519232459
PSZ2G080.37+14.64.fits,14.490886287590412,14.136766,0.06330681,0.05587864,0.0979999974370002,0.32357656486655506,0.06886811477652979
PSZ2G080.41-33.24.fits,14.576807457202232,14.713131,0.06468296,0.056113243,0.1071999967098236,2.7678037986551347,0.6082172204067973
PSZ2G080.55-24.82.fits,14.63144098396436,14.700674,0.06511116,0.055685043,0.2662265002727509,2.7268180101010104,0.6009824029941652
PSZ2G080.64+64.31.fits,14.718145060129686,14.781033,0.0665493,0.055856705,0.5020797848701477,3.5867518404071843,0.7850067568400659
PSZ2G080.65-46.81.fits,14.29132262782788,14.343607,0.08170509,0.077744484,0.0419999994337558,0.6906622106590532,0.22193223537172407
PSZ2G080.70+48.31.fits,14.504907689269936,14.703888,0.06510353,0.05569172,0.2354000061750412,2.7123118131536015,0.573019240947438
PSZ2G081.00-50.93.fits,14.874133735440266,14.885195,0.06441116,0.05316353,0.2998000085353851,5.29506434789444,1.058521604049467
PSZ2G081.02+50.57.fits,14.67128467865815,14.761847,0.06508064,0.05571556,0.5005742907524109,3.3289130551480293,0.7629808061374216
PSZ2G081.22-41.95.fits,14.349829806722164,14.331504999999998,0.080877304,0.07857323,0.0768000036478042,0.6697832868167448,0.21817083628468475
PSZ2G081.31-68.56.fits,14.441221175686524,14.388376,0.08943081,0.07807255,0.0764999985694885,0.8323299745157529,0.25781208974750014
PSZ2G081.56+26.51.fits,14.603662427381494,14.693964,0.06645393,0.055952072,0.2763999998569489,2.6069236654786567,0.5866148252807176
PSZ2G081.72+70.15.fits,14.619143590303992,14.747433,0.06355095,0.055633545,0.2504794299602509,3.1522449475752987,0.6968599378431055
PSZ2G082.31-67.00.fits,14.770946601831035,14.805742,0.067100525,0.055306435,0.3939000070095062,3.9789555280430924,0.8282991760170407
PSZ2G082.88-75.10.fits,14.704357141250204,14.712156,0.063708305,0.055477142,0.3779999911785126,2.7986917872527726,0.6126818610898722
PSZ2G083.14+66.57.fits,14.316999597488527,14.304218,0.082582474,0.07847881,0.0890000015497207,0.6030101486555177,0.19320425860573912
PSZ2G083.29-31.03.fits,14.91730425877943,15.01078,0.05792713,0.07414341,0.4120000004768372,8.674813510529749,2.539335472879298
PSZ2G083.85-55.43.fits,14.69162551280936,14.802515,0.06709385,0.055312157,0.30206099152565,3.9402481344847566,0.8371080225284702
PSZ2G083.86+85.09.fits,14.66818619018892,14.716729999999998,0.06344986,0.055734634,0.1832000017166138,2.8464191643775,0.6329789792484307
PSZ2G084.10+58.72.fits,14.73207815082465,14.770842000000002,0.06602192,0.056384087,0.7310000061988831,3.4715529241516925,0.767679527709038
PSZ2G084.13-35.41.fits,14.740050138122234,14.799057,0.06685734,0.0555486679999999,0.3136999905109406,3.914457918732749,0.8047137037444939
PSZ2G084.19-47.48.fits,14.17101955325174,14.32579,0.08160591,0.079455376,0.0423999987542629,0.6504847509105145,0.2043843601939348
PSZ2G084.41-12.43.fits,14.718844338918744,14.629822,0.08284187,0.07660866,0.2730000019073486,2.0161732092392777,0.6207419615493425
PSZ2G084.47+12.63.fits,14.687234974028812,14.626448000000002,0.082689285,0.078372,0.1850000023841858,2.0244551840195273,0.6456310194758766
PSZ2G084.50+31.35.fits,14.622192479375403,14.676405,0.07144356,0.059016228,0.3235999941825867,2.452815079640739,0.5711099171209657
PSZ2G084.62-15.86.fits,14.759112819157677,14.695513,0.066391945,0.05601406,0.3673000037670135,2.6274860594927087,0.5685360335044967
PSZ2G084.69+42.28.fits,14.431203671166983,14.571285,0.07584572,0.08360481,0.1299999952316284,1.6587316055625774,0.5624553121114527
PSZ2G084.81-62.18.fits,14.49367638691838,14.388926,0.08836937,0.07752323,0.0785999968647956,0.8196376581476599,0.25189953711848445
PSZ2G084.82+20.66.fits,14.65199672716512,14.710896,0.064058304,0.055127144,0.367000013589859,2.800931348200981,0.607604814329444
PSZ2G084.85+35.05.fits,14.385374975964018,14.554132,0.074798584,0.08465195,0.1137999966740608,1.5620157992342603,0.5563621757952141
PSZ2G085.23+39.42.fits,14.588937057502516,14.730707,0.06454277,0.056253433,0.2565000057220459,3.019675216212586,0.6178135047445907
PSZ2G085.72+10.66.fits,14.349862934404904,14.202272,0.077272415,0.061239243,0.0804999992251396,0.420202280308693,0.10069460915708804
PSZ2G085.82+35.44.fits,14.004423927518255,14.331324,0.0806961059999999,0.078754425,0.0275999996811151,0.6825707903254947,0.2228678379501162
PSZ2G085.98+26.69.fits,14.593861656672424,14.65835,0.07754803,0.06579685,0.1790000051259995,2.305424118800307,0.5955059443403542
PSZ2G086.43-24.95.fits,14.580943802315751,14.71113,0.06429291,0.05489254,0.2314755767583847,2.7632095598923745,0.6108718322275178
PSZ2G086.47+15.31.fits,14.879552118065115,14.942082999999998,0.06492901,0.05747795,0.2599999904632568,6.713418050719132,1.5109194960487438
PSZ2G086.54-26.67.fits,14.53841408559403,14.574072,0.07541084,0.08403969,0.1650000065565109,1.6892389188313501,0.5904012111264202
PSZ2G086.58+73.11.fits,14.58336834950724,14.712599,0.06415081,0.055034637,0.221900001168251,2.8074295981661486,0.6003169906221074
PSZ2G086.62+30.26.fits,14.636785314059727,14.725229,0.06389618,0.055288315,0.2263000011444092,2.9388344789712635,0.6304758406378749
PSZ2G086.73-61.16.fits,14.640690500720902,14.745008,0.06434822,0.056447983,0.3546985685825348,3.178913871175437,0.7167643214332282
PSZ2G086.93+53.18.fits,14.736201324771676,14.78953,0.06699371,0.055412292,0.6751999855041504,3.7862416109870063,0.8263829136596471
PSZ2G087.03+22.49.fits,14.254167253179086,14.541668,0.075219154,0.08584213,0.1093999966979027,1.5143049297765645,0.5096934565824264
PSZ2G087.03-57.37.fits,14.865062522341209,14.945648,0.06527233,0.05874443,0.2779000103473663,6.6496374781465075,1.5324971108702095
PSZ2G087.25-41.86.fits,14.229976059352634,14.855131,0.06655979,0.05423546,0.0480999983847141,4.794706963270482,0.9985909438683728
PSZ2G087.39+50.92.fits,14.712455841894087,14.808294,0.0680418,0.055975914,0.7480000257492065,4.037181193010856,0.8649808601954022
PSZ2G087.44-21.56.fits,14.617671193194433,14.741203,0.06376457,0.0554208759999999,0.2577013671398163,3.1515835388164497,0.693266474765435
PSZ2G088.53+41.18.fits,14.40849801056826,14.546404,0.07512283,0.08593845,0.1328999996185303,1.4921637388122404,0.5420614714939234
PSZ2G088.83-12.99.fits,14.89381880239052,14.904776000000002,0.06466484,0.054520607,0.2919999957084656,5.7672299197502745,1.2149940712450684
PSZ2G088.98+55.07.fits,14.691559036159257,14.74115,0.06371117,0.05547428,0.7023460268974304,3.114756551405489,0.6933203075209524
PSZ2G089.39+69.36.fits,14.75964998075314,14.795164000000002,0.06779575,0.05622101,0.6800000071525574,3.839968814106384,0.8467118738396908
PSZ2G089.46-58.09.fits,14.714615776054394,14.847164,0.066646576,0.054149628,0.2700000107288361,4.652297863875489,0.9469569422661533
PSZ2G089.52+62.34.fits,14.262066855779135,14.334522,0.08067417,0.07877636,0.0700773671269416,0.6824564743253374,0.21241446742387562
PSZ2G089.81-39.56.fits,14.782640000822926,14.880215,0.064263344,0.053311348,0.2502000033855438,5.342002257817441,1.0918126804053168
PSZ2G089.99-43.91.fits,14.797773239276808,14.830339000000002,0.06753826,0.054868698,0.5237089395523071,4.36737746886419,0.9114251387243761
PSZ2G090.04+34.09.fits,14.553161776595914,14.690329,0.067650795,0.05636692,0.2669999897480011,2.55009777062377,0.5895714328717098
PSZ2G090.62+33.52.fits,14.642020621880969,14.697754000000002,0.06541157,0.05699444,0.3070000112056732,2.656829452836957,0.5714837197784984
PSZ2G090.66-52.34.fits,14.635376324019266,14.5640335,0.07503605,0.08441448,0.1967172920703888,1.6153406113830087,0.5500851243182178
PSZ2G091.40-51.01.fits,14.42854426685884,14.397594,0.092206955,0.078517914,0.0989999994635582,0.8611222459969494,0.2774018210617096
PSZ2G091.79-27.00.fits,14.80022694623299,14.810434,0.066960335,0.05544567,0.3617351353168488,4.0684638299714315,0.8769630841646885
PSZ2G091.83+26.11.fits,14.871072411190411,14.878725,0.06438446,0.05319023,0.8220000267028809,5.266857961444818,1.0614636012702363
PSZ2G092.16-66.01.fits,14.775053308393446,15.032904,0.052669525,0.07617855,0.2319999933242798,9.479709540446212,2.899682157444753
PSZ2G092.30-55.75.fits,14.710699212261732,14.724943,0.06361008,0.055574417,0.3490000069141388,2.9448958648492902,0.6184017895344783
PSZ2G092.71+73.46.fits,14.909877808014464,15.020088,0.055960655,0.07449913,0.2278999984264374,9.012309174562986,2.776775047436923
PSZ2G093.42-43.21.fits,14.260062098521091,14.492151000000002,0.10301113,0.1015358,0.0428000018000602,1.2076525338541513,0.5032397107300781
PSZ2G093.92+34.92.fits,14.731009406147866,14.874847,0.065338135,0.05384636,0.0808999985456466,5.206082457577976,1.0365397355524593
PSZ2G093.93-82.22.fits,14.8455315245135,14.848652,0.06652355,0.05427265,0.3519999980926514,4.709553368413468,1.0051603175273418
PSZ2G093.94-38.82.fits,14.34623776054704,14.490324,0.1044053999999999,0.10175228,0.0421999990940094,1.238228021945887,0.5522924305753107
PSZ2G094.00+27.41.fits,14.831011355067826,14.908499,0.06355667,0.05401802,0.3314999938011169,5.856645739714286,1.1771210987837244
PSZ2G094.44+36.13.fits,14.611280416753717,14.92804,0.0653801,0.055415154,0.453000009059906,6.362306752435817,1.3462069961850234
PSZ2G094.46-69.65.fits,14.736438510559134,14.713032,0.06458378,0.056212425,0.3521105349063873,2.8240444102979056,0.596532652317896
PSZ2G094.56+51.03.fits,14.768434626391985,14.835258499999998,0.067625046,0.05478096,0.5392000079154968,4.504090595368199,0.9557456818958845
PSZ2G094.61-41.24.fits,14.24657348774081,14.289087,0.08355713,0.079114914,0.0416000001132488,0.5685363787642004,0.17017963290984986
PSZ2G094.69+26.36.fits,14.487508167103494,14.570220999999998,0.07478142,0.08305931,0.1623000055551529,1.6575251835703142,0.5608423499048619
PSZ2G095.22+67.41.fits,14.176643349067684,14.283493,0.08279514,0.078266144,0.0625,0.5659957443452072,0.1796724256035171
PSZ2G095.29+44.13.fits,14.60583880090566,14.698721,0.06637859,0.056027412,0.3307848274707794,2.6617463377062913,0.5824628156164687
PSZ2G095.39+14.43.fits,14.502304194057894,14.6838455,0.06922054,0.05801773,0.1190000027418137,2.5255596378191427,0.5710395780996673
PSZ2G095.49+16.41.fits,14.673767894204508,14.7296715,0.06350708,0.055678368,0.3000000119209289,2.9896015004008163,0.6112879954237417
PSZ2G095.65-50.01.fits,14.778169059564693,15.001357999999998,0.059779167,0.072291374,0.4880663454532623,8.347725497802521,2.4300366167186227
PSZ2G096.14+56.24.fits,14.44267567025349,14.566126,0.075517654,0.08393288,0.1397727131843567,1.6445735563594743,0.5535286110165937
PSZ2G096.77-50.29.fits,14.16790499714427,14.376442,0.085549355,0.077121735,0.0399999991059303,0.8047033651789637,0.2616037346204382
PSZ2G096.78-50.20.fits,14.301665600336122,14.372244,0.08457279,0.076488495,0.0687233284115791,0.7953618659583932,0.24492726863251083
PSZ2G096.83+52.49.fits,14.692342627957547,14.787962,0.06703663,0.05537033,0.3179000020027161,3.7320523286928236,0.8048252252547575
PSZ2G096.88+24.18.fits,14.671139377105607,14.901602,0.064712524,0.054472923,0.3000000119209289,5.752288459786,1.22939984493517
PSZ2G096.99-53.64.fits,14.268625321432284,14.305935,0.08268833,0.078372955,0.0562000013887882,0.5979830658407196,0.20014147602936397
PSZ2G097.15+39.20.fits,14.469066619336342,14.881014000000002,0.06506252,0.054122925,0.2057999968528748,5.307979255747034,1.1301456810514692
PSZ2G097.52+51.70.fits,14.714276650884374,14.86174,0.06511593,0.05406952,0.699999988079071,4.96608406112064,1.0089286514611115
PSZ2G097.72+38.12.fits,14.818565750843565,14.8370495,0.06780529,0.0546007159999999,0.1709000021219254,4.526424942395055,0.9710318189755152
PSZ2G097.78+46.95.fits,14.53504144417965,14.690836,0.066547394,0.05747032,0.3377999961376189,2.6099290964600335,0.5802175932096593
PSZ2G097.94+19.43.fits,14.600305707281096,14.780985,0.06650162,0.05590439,0.2450000047683716,3.644476168877051,0.7641357325741659
PSZ2G098.10+30.30.fits,14.379727007790224,14.448299,0.11392021,0.1002903,0.0769999995827674,1.0269941444212634,0.40808744182661716
PSZ2G098.30-41.15.fits,14.848155082769466,14.913771,0.063996315,0.053578377,0.4359999895095825,5.9766260008143055,1.246842501664793
PSZ2G098.44+56.59.fits,14.451507094832234,14.585514000000002,0.077189445,0.08387184,0.1318383514881134,1.7340642093266196,0.600797193210882
PSZ2G098.64+23.20.fits,14.530324160261609,14.709967,0.06474018,0.0560560229999999,0.2470999956130981,2.770379743534952,0.5738165139028771
PSZ2G098.97+24.86.fits,14.412167046998622,14.358721,0.08232403,0.0771265,0.092799998819828,0.7526219689009754,0.22099777783816146
PSZ2G099.24+42.54.fits,14.447508600306715,14.693635999999998,0.06612587,0.0562801359999999,0.2231000065803528,2.604020613104152,0.5773505010674193
PSZ2G099.30+20.92.fits,14.593399140170607,14.585845999999998,0.077521324,0.08353996,0.1705999970436096,1.7585231990390642,0.5935963770148129
PSZ2G099.38+25.19.fits,14.627790399663624,14.746956,0.06468487,0.056110382,0.3499999940395355,3.1795288551956222,0.6896649629440997
PSZ2G099.48+37.72.fits,14.399029909514809,14.65596,0.07837868,0.066576004,0.1668000072240829,2.2280901005817926,0.5959227341390765
PSZ2G099.48+55.60.fits,14.449006337248411,14.63953,0.08127594,0.07334232,0.1050999984145164,2.153256158437581,0.6195249352061329
PSZ2G099.57-58.64.fits,14.350010312708251,14.341728,0.08143711,0.07801342,0.0923999994993209,0.7175604871421033,0.22272057253047142
PSZ2G099.86+58.45.fits,14.83544207976893,14.884802,0.06401825,0.053556442,0.6305000185966492,5.435064689115021,1.0883694362937502
PSZ2G100.04+23.73.fits,14.568600861742413,14.730057,0.063892365,0.055293083,0.2102999985218048,3.012420584093076,0.6246119049668849
PSZ2G100.14+41.67.fits,14.606840094813773,14.704447,0.065662384,0.0551328659999999,0.2338999956846237,2.698820588172178,0.5764910501240152
PSZ2G100.22-29.64.fits,14.883285325516129,15.002320999999998,0.06074238,0.07293892,0.4850000143051147,8.256935600528106,2.416629162070223
PSZ2G100.45-38.42.fits,14.265771553081208,14.320529999999998,0.08117676,0.07827377,0.0564999990165233,0.6488286097758066,0.20383312425085115
PSZ2G100.80+24.61.fits,14.350435652914404,14.344769,0.08125687,0.078193665,0.0877000018954277,0.7201502705630944,0.2247220807738883
PSZ2G100.96-24.07.fits,14.755730037230672,14.803469,0.06804752,0.05596924,0.4240118861198425,3.9518355921338637,0.8138110360767281
PSZ2G101.36+32.39.fits,14.520193176767556,14.691156,0.06686783,0.057149887,0.3059000074863434,2.596818959904737,0.5672764070554317
PSZ2G101.52-29.98.fits,14.688296920103356,14.79566,0.06668186,0.055725098,0.2269999980926514,3.833529677636863,0.8355091784321622
PSZ2G101.55-59.03.fits,14.757456578187554,14.78583,0.06651497,0.05589199,0.3694545328617096,3.7022917130805197,0.8464730159984813
PSZ2G101.68-49.21.fits,14.380113916823644,14.242086,0.081653595,0.071354866,0.0725999996066093,0.4789058066005468,0.13443194429998628
PSZ2G102.90-31.04.fits,14.827932284009052,14.92935,0.06507969,0.05571556,0.5914999842643738,6.287174861026461,1.308920168046799
PSZ2G103.40-32.99.fits,14.179532640057044,14.330376,0.08135891,0.07809162,0.0308999996632337,0.6854464200991004,0.22638880386276067
PSZ2G103.56+24.78.fits,14.608422522255273,14.697325,0.06659317,0.055812836,0.3300000131130219,2.6278522170307763,0.5618695464457432
PSZ2G104.29+26.17.fits,14.28805889838604,14.544773,0.075102806,0.08595848,0.1124999970197678,1.5100358056783882,0.5494306848859858
PSZ2G104.30-48.99.fits,14.613552370952494,14.751238,0.06413555,0.056660652,0.2032999992370605,3.2542104524748643,0.7214543903868913
PSZ2G104.71-54.54.fits,14.690082598023269,14.745826999999998,0.06355572,0.05562973,0.2440619468688965,3.184728505069328,0.7014755757716259
PSZ2G104.74+40.42.fits,14.628765617614356,14.740173,0.06434536,0.056450844,0.6899999976158142,3.1001551916941983,0.679912022281243
PSZ2G104.98-54.79.fits,14.681103648918931,14.707923999999998,0.06430817,0.05487728,0.2912339866161346,2.7827270295086635,0.5943940165317642
PSZ2G105.25-17.93.fits,14.661362693997951,14.68779,0.06833267,0.0572948459999999,0.1400000005960464,2.5579718613411906,0.5862038959477464
PSZ2G105.40-50.43.fits,14.585907072689784,14.616417000000002,0.08232212,0.08034897,0.1697999984025955,1.9979272207452718,0.6393662382428115
PSZ2G105.55+77.21.fits,14.34168817873604,14.363419,0.08218956,0.07726097,0.0719999969005584,0.7641269284403298,0.23892676567163962
PSZ2G105.76+54.73.fits,14.644842653626911,14.75651,0.064575195,0.056220055,0.3160000145435333,3.2554366816629114,0.6984246552918307
PSZ2G106.15+25.75.fits,14.691183576492056,14.78389,0.06618595,0.05622101,0.5879999995231628,3.6332761095191217,0.8071278963264976
PSZ2G106.41+50.82.fits,14.460571303878838,14.55604,0.07348442,0.084355354,0.1394000053405762,1.5745957130717172,0.5214601694545282
PSZ2G106.61+66.71.fits,14.66970060644446,14.812447,0.06736183,0.055044174,0.3314000070095062,4.116009407685073,0.8669597324704202
PSZ2G106.87-83.23.fits,14.909859203910557,14.933968,0.064866066,0.055930138,0.2924000024795532,6.42184891763535,1.411207415214492
PSZ2G107.10+65.32.fits,14.91473107987462,14.974897,0.06392002,0.06492901,0.2799000144004822,7.528527639684843,1.8509354810619927
PSZ2G107.11-39.50.fits,14.840674500196814,14.956195999999998,0.06454563,0.0610818859999999,0.5330303907394409,6.994304794428675,1.6830251077084133
PSZ2G107.39-31.48.fits,14.537429511388403,14.588697,0.0771513,0.08390999,0.1498000025749207,1.7472608459766863,0.5922893732700293
PSZ2G107.66-58.32.fits,14.793520672711852,14.838961,0.066495895,0.05430031,0.2669999897480011,4.531074642617913,1.025009354900427
PSZ2G107.67-39.78.fits,14.758062526462504,14.899763,0.0644845959999999,0.0530900959999999,0.4151999950408936,5.734122232094094,1.1384433076016565
PSZ2G108.17-11.56.fits,14.88866947795628,14.829025,0.067834854,0.054572105,0.335999995470047,4.368667516316718,0.8980796385567846
PSZ2G108.24+58.11.fits,14.585403806231833,14.6948395,0.06571865,0.056687355,0.3216772377490997,2.6650315715610473,0.596099903771529
PSZ2G108.27+48.66.fits,14.693171360425987,14.791494,0.06734753,0.056669235,0.6740000247955322,3.7194352155342676,0.7666131677229738
PSZ2G108.71-47.75.fits,14.703618715814128,14.747208,0.06493664,0.055858612,0.3716736733913422,3.2354196011073943,0.7341077809280789
PSZ2G109.14-28.02.fits,14.840078416836164,14.9099045,0.06496239,0.05422306,0.4569999873638153,5.8812344390286775,1.2024179176339922
PSZ2G109.22-44.01.fits,14.513520406681035,14.568041,0.07421112,0.083628654,0.1730523407459259,1.5852937203148654,0.5525448609917197
PSZ2G109.52-19.16.fits,14.760811442887784,14.7477455,0.063863754,0.05532074,0.3091999888420105,3.217013886308183,0.7000987704342025
PSZ2G109.86+27.94.fits,14.716138710133,14.856747,0.06656456,0.05423069,0.4000000059604645,4.790298149004103,1.0577463097299866
PSZ2G109.97+52.84.fits,14.68254115574057,14.770451,0.06563091,0.056775093,0.3258999884128571,3.4952580021255923,0.7554024909292151
PSZ2G109.99-70.28.fits,14.749927765413933,14.816399,0.068092346,0.055924416,0.3044872879981995,4.099860259610154,0.8977820586541471
PSZ2G110.28-87.48.fits,14.855746925954069,15.0244465,0.053875923,0.07497215,0.5199999809265137,9.015275611350496,2.672735113327057
PSZ2G110.98+31.73.fits,14.793143254992875,14.878951999999998,0.064611435,0.052963257,0.0581000000238418,5.16974506953097,1.0995951359389011
PSZ2G111.61-45.71.fits,14.99094697544068,15.075493,0.045330048,0.072244644,0.5455999970436096,11.168261831512025,3.162551738714995
PSZ2G111.75+70.37.fits,14.63774166026506,14.729475,0.06331062,0.055874825,0.1829999983310699,2.95259486381239,0.6736943368465139
PSZ2G112.35-32.86.fits,14.740289148291858,14.822899,0.06815052,0.054255486,0.3481141626834869,4.258192979793219,0.9114713568264756
PSZ2G112.48+56.99.fits,14.475836032126976,14.277233,0.082977295,0.07808399,0.0701000019907951,0.5478960942354034,0.1707612434181442
PSZ2G113.02-64.68.fits,14.366739717107606,14.287954,0.08403492,0.07863712,0.0812000036239624,0.5799508823361845,0.1817289941467714
PSZ2G113.29-29.69.fits,14.569382705452414,14.667074,0.073387146,0.061903954,0.1072999984025955,2.3602543425251286,0.5750736537754448
PSZ2G113.81+44.35.fits,14.665366391522634,14.82238,0.06763172,0.054774284,0.2249999940395355,4.212960521423893,0.9110853265957396
PSZ2G113.91-37.01.fits,14.879797942672964,14.847885,0.0657568,0.05342865,0.3711866736412048,4.639926825383361,0.9344548048736194
PSZ2G114.14+58.96.fits,14.336813896494922,14.540609,0.07577133,0.085289955,0.1155826449394226,1.4516467810738276,0.4939929892163388
PSZ2G114.31+64.89.fits,14.830031008005738,14.880373,0.064421654,0.053153038,0.2836000025272369,5.2647265384473485,1.0555945413249812
PSZ2G114.39-20.98.fits,14.581236766138176,14.642607,0.081131935,0.071876526,0.1536999940872192,2.1836227011298055,0.5864000232522165
PSZ2G114.39-60.16.fits,14.761554864474537,14.743181,0.06413174,0.05505371,0.3683181405067444,3.177457199000526,0.6942304912237369
PSZ2G114.79-33.71.fits,14.582565090545971,14.527737,0.07739353,0.08849907,0.0939999967813491,1.41656396021162,0.4994056823999345
PSZ2G114.81-11.80.fits,14.64654112286685,14.740526,0.06469822,0.056097984,0.25,3.078616572265509,0.664685703851963
PSZ2G114.83+57.25.fits,14.514998106547957,14.576099,0.0758276,0.08362293,0.1695168316364288,1.6879308190205973,0.5610211533557715
PSZ2G114.90-34.35.fits,14.393104821790956,14.418659,0.101997375,0.0848341,0.0948000028729438,0.9385434084420707,0.3277638441423765
PSZ2G114.99+70.36.fits,14.756044256737756,14.876543,0.06542301,0.053761482,0.2258999943733215,5.21237016832611,1.0734606537152018
PSZ2G115.25-72.07.fits,14.69181974493744,14.739975,0.064146996,0.055038452,0.0555000007152557,3.1190764987915154,0.6440241118750178
PSZ2G115.58-44.56.fits,14.635090742768432,14.752182,0.06507969,0.055716515,0.1700000017881393,3.247670094850208,0.7018359536724202
PSZ2G115.65+41.66.fits,14.461623849881647,14.690313,0.067635536,0.05638218,0.2195000052452087,2.575993433683397,0.5730097288044976
PSZ2G115.67-27.57.fits,14.7252734096068,14.781338,0.06685448,0.05555153,0.4572965800762177,3.678096534204129,0.7458082050796173
PSZ2G115.72+44.03.fits,14.577266927609866,14.710728,0.06389046,0.05529499,0.2143000066280365,2.7819047968323694,0.5732416815492403
PSZ2G116.24-72.94.fits,14.768991902863126,15.116144,0.0505476,0.06380558,0.5018931627273561,12.767456255194942,3.2525736239178227
PSZ2G116.32-36.33.fits,14.72508574140826,14.7325535,0.06316757,0.0560178759999999,0.3668000102043152,3.0176897905049493,0.6738492851420095
PSZ2G116.50-44.47.fits,14.881307972565184,14.823351,0.066991806,0.0554142,0.3956473767757416,4.214036065987578,0.9449904711727001
PSZ2G116.79-09.85.fits,14.526005453106588,14.95532,0.065280914,0.060346603,0.1040000021457672,7.054135639646525,1.5917489682216939
PSZ2G116.95-53.55.fits,14.808421218826515,14.871218,0.06492996,0.054255486,0.2545999884605408,5.062876364688762,1.0702383176766155
PSZ2G117.98-55.88.fits,14.222322814912252,14.328976,0.08156967,0.079491615,0.0395000018179416,0.6685964173851767,0.22570812007494434
PSZ2G118.03+31.10.fits,14.63666265854859,14.647978,0.080060005,0.06972599,0.1940000057220459,2.1763665158344105,0.6195313678742537
PSZ2G118.34+68.79.fits,14.576827814056909,14.699047,0.06509495,0.055701256,0.2548786401748657,2.687074887671234,0.5747420469110813
PSZ2G118.39+42.22.fits,14.740929137914002,14.789229999999998,0.06669426,0.055711746,0.4779999852180481,3.764236165150111,0.7794035116508475
PSZ2G118.46+39.32.fits,14.778490810537374,14.750177,0.06468582,0.056110382,0.396699994802475,3.2059890714638835,0.7213505497117074
PSZ2G118.58+28.57.fits,14.77691736164346,14.796377,0.067399025,0.05661869,0.1780000030994415,3.8232229334688865,0.8445060515820543
PSZ2G118.92+52.38.fits,14.642239529772429,14.795085999999998,0.06771755,0.05629921,0.2199999988079071,3.8475250833029437,0.8286276480465011
